name_english,price_amount,price_unit,image_url,product_url,dimension_unit,length,width,height,category,category_original,id,uuid,is_active,store_id,time_updated,name_arabic,product_color,source_sheet,main_color,styles
4 Seater Fabric Sofa - Warm Mocha Brown,3950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-warm-mocha-brown-1.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-warm-mocha-brown/,cm,271,84,74,sofa, Sofa,657193763,5e45c19b-b0fc-58cd-94c5-c1f701a74e9f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
4 Seater Fabric Sofa - Warm Oatmeal,3850,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-warm-oatmeal-1.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-warm-oatmeal/,cm,259,101,74,sofa, Sofa,512429542,0ce173c5-3245-53ed-bf65-b926abae6331,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
4 Seater Fabric Sofa - Warm Oatmeal & Champagne Gold,4950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-warm-oatmeal-champagne-gold-1.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-warm-oatmeal-and-champagne-gold/,cm,278,100,79,sofa, Sofa,1643079679,68ce4756-bbe6-596d-8c14-301ef7fac3ed,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
4 Seater Fabric Sofa - Warm Sand,3250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-warm-sand-4.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-warm-sand/,cm,152,95,70,sofa, Sofa,1230956812,7969f28a-5ebd-56ab-95d6-36c111108714,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Minimalist, Scandinavian"
4 Seater Fabric Sofa with Channel Tufting - Ash Grey,3750,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/4-seater-fabric-sofa-with-channel-tufting-ash-grey-2.jpg,https://cityw.com.sa/product/4-seater-fabric-sofa-with-channel-tufting-ash-grey/,cm,259,101,74,sofa, Sofa,137648078,431e24a7-8fa8-5214-831e-9809e1b49412,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Curved 4 Seater Fabric Sofa - Ash Grey,3650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/curved-4-seater-fabric-sofa-ash-grey-1.jpg,https://cityw.com.sa/product/curved-4-seater-fabric-sofa-ash-grey/,cm,283,107,68,sofa, Sofa,1705342285,d671f4f1-f8dd-5b92-a316-9db320fd801e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
3 Seater Fabric Sleeper Sofa with Chair - Warm Oatmeal,2550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-seater-fabric-sleeper-sofa-with-chair-warm-oatmeal-1.jpg,https://cityw.com.sa/product/3-seater-fabric-sleeper-sofa-with-chair-warm-oatmeal/,cm,213,87,84,3-seater-sofa,3-seater-sofa,902829489,bc5010f8-1d80-5ab2-87d5-b3e7ca95d66d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
3 Seater Fabric Sofa Bed - Ash Grey,1650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-seater-fabric-sofa-bed-ash-grey-1.jpg,https://cityw.com.sa/product/3-seater-textured-fabric-sofa-bed-grey-and-gold/,cm,213,87,84,2-seater-sofa,2-seater-sofa,908242178,cadbf489-a8e5-5ac4-8616-aa94f5d394a9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
3 Seater Fabric Sofa Bed - Warm Oatmeal,1650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-seater-fabric-sofa-bed-warm-oatmeal-1.jpg,https://cityw.com.sa/product/3-seater-fabric-sofa-bed-warm-oatmeal/,cm,215,85,84,2-seater-sofa,2-seater-sofa,1774796677,c2d018e4-2aea-5a54-aa7a-802e1e78433c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Ash Grey Fabric Sleeper Sofa with Click-Clack Fold-Out Bed,860,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ash-grey-fabric-sleeper-sofa-with-click-clack-fold-out-bed-1.jpg,https://cityw.com.sa/product/ash-grey-fabric-sleeper-sofa-with-click-clack-fold-out-bed/,cm,191,101,36,2-seater-sofa,2-seater-sofa,115378554,a11743cb-f528-5231-a9d0-fe83afe1d8cc,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Greige,"Modern, Minimalist"
Ash Grey Fabric Sleeper Sofa with Fold-Out Bed,860,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ash-grey-fabric-sleeper-sofa-with-fold-out-bed-1.jpg,https://cityw.com.sa/product/ash-grey-fabric-sleeper-sofa-with-fold-out-bed/,cm,191,101,36,2-seater-sofa,2-seater-sofa,365451189,644db12e-6467-5336-9a84-b2d12550a756,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Fabric Sleeper Chair - Steel Blue,1150,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-sleeper-chair-steel-blue-1.jpg,https://cityw.com.sa/product/blue-fabric-sleeper-chair-with-pull-out-bed/,cm,84,181,45,chair,chair,1656672336,30c75b64-6140-5dda-a68e-b619e3c25b79,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Denim Blue,"Modern, Minimalist"
Fabric Sleeper Chair - Warm Ivory,890,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-sleeper-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/beige-fabric-sleeper-chair-with-pull-out-bed/,cm,84,181,45,chair,chair,1161356675,c2ed59a5-7528-5ab4-9693-12ea25b59f0d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Fabric Sleeper Loveseat with Side Table - Ash Grey,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-sleeper-loveseat-with-side-table-ash-grey-1.jpg,https://cityw.com.sa/product/sleeper-loveseat-with-channel-tufted-fabric-upholstery-grey/,cm,143,181,42,2-seater-sofa,2-seater-sofa,1826758058,a51d5824-3bb1-5477-8050-dda42c85a239,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Armchair Mika Cream,2950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armchair-mika-cream-1.jpg,https://cityw.com.sa/product/armchair-mika-cream/,cm,81,115,104.5,chair,chair,696875358,b40b0652-f007-5c07-9046-14bf77a99a56,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Minimalist"
Armless Chenille Fabric Sofa Chair - Warm Taupe,1650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-chenille-fabric-sofa-chair-warm-taupe-2.jpg,https://cityw.com.sa/product/armless-chenille-fabric-sofa-chair-warm-taupe/,cm,80,100,76,chair,chair,1083359605,b192a3cf-915c-5241-8b3a-e1e5ef27f2ad,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Armless Fabric Accent Chair - Ash Grey,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-accent-chair-ash-grey-1.jpg,https://cityw.com.sa/product/armless-fabric-accent-chair-ash-grey/,cm,90,99,76,chair,chair,1047980263,86c09394-2fac-55bb-b508-98a563bfb70e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Armless Fabric Accent Chair - Warm Grey,1450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-accent-chair-warm-grey-1.jpg,https://cityw.com.sa/product/armless-fabric-accent-chair-warm-grey/,cm,102,105,67,chair,chair,129810674,9b2e3c08-5892-5a87-bee8-75c80bce559d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Minimalist, Modern"
Armless Fabric Accent Chair - Warm Ivory,950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-accent-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/armless-fabric-accent-chair-warm-ivory/,cm,90,100,99,chair,chair,1517528074,a5b3b653-5d32-50fb-a13c-6b25a08e299b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Armless Fabric Lounge Chair - Light Grey,1250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-lounge-chair-light-grey-1.jpg,https://cityw.com.sa/product/armless-fabric-lounge-chair-light-grey/,cm,99,99,71,chair,chair,1678005641,a549f08f-c1d0-518d-9431-7de5f80fb9fd,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Armless Fabric Sofa Chair - Warm Ivory,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-sofa-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/armless-fabric-sofa-chair-warm-ivory/,cm,81,95,103,chair,chair,1121241682,fe742c72-7b88-5e2e-aacd-ea6c231a922c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Minimalist, Modern"
Armless Fabric Sofa Chair - Warm Oatmeal,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-sofa-chair-warm-oatmeal-1.jpg,https://cityw.com.sa/product/fabric-armless-accent-chair-warm-oatmeal/,cm,87,100,94,chair,chair,401793826,e3a45ea0-8da6-5651-9591-5dbbc4683cf5,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Armless Fabric Sofa Chair - Warm Oatmeal,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-fabric-sofa-chair-warm-oatmeal-1-1-scaled.jpg,https://cityw.com.sa/product/fabric-armless-chair-warm-oatmeal/,cm,87,100,94,chair,chair,586057575,b427aaa5-4e95-5394-8138-0c51cbccb9a0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Armless Patterned Fabric Accent Chair - Taupe & Ivory,650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/armless-patterned-fabric-accent-chair-taupe-ivory-1.jpg,https://cityw.com.sa/product/armless-patterned-fabric-accent-chair-taupe-and-ivory/,cm,68,88,76,chair,chair,1979316405,d6520b38-cf31-5286-9aad-be2fe4360b4f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Eclectic"
Boucle Accent Sofa Chair - Warm Ivory,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-accent-sofa-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/boucle-accent-sofa-chair-warm-ivory/,cm,100,98,74,chair,chair,1415067029,ecb2c72f-287a-5d54-b3b7-6ff6d010ca81,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Accent Sofa Chair - Warm Ivory - Rolled Arm,2850,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-accent-sofa-chair-warm-ivory-1-1.jpg,https://cityw.com.sa/product/boucle-accent-sofa-chair-warm-ivory-2/,cm,83,66,69,chair,chair,358162068,1109ee6f-e0f3-5eed-a951-671477582a8c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Arm Chair - White,2950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-arm-chair-white-1.jpg,https://cityw.com.sa/product/boucle-fabric-arm-chair-ivory-white/,cm,78,77,71,chair,chair,1732289267,7705c233-49fe-5a9b-a610-0edbef767da7,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Ash Grey,730,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-ash-grey-1.jpg,https://cityw.com.sa/product/fabric-sofa-chair-ash-grey-2/,cm,90,76,90,chair,chair,1747051003,019d2eb3-a892-5709-b017-2f05952203f5,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Beige,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-warm-beige-2.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-beige/,cm,103,84,74,chair,chair,793220020,3e3309ad-b77b-5a3a-a843-bd3e6fa795fb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Grey,1830,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-warm-grey-1.jpg,https://cityw.com.sa/product/textured-fabric-sofa-chair-light-grey/,cm,100,100,70,chair,chair,1003386934,6dd7832c-100f-5bb6-ac38-05f21b4456b9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Greige,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Ivory,1700,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-fabric-sofa-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-ivory/,cm,100,98,80,chair,chair,1224650284,a8adf6bd-0164-547a-b8a9-4941e6f0b1ea,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Ivory - Channel,2850,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-warm-ivory-channel-1.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-ivory-channel/,cm,108,95,74,chair,chair,142324935,a7563e8d-696f-52b5-863a-61c30090fd6e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Ivory - Sled Base Legs,1830,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-fabric-sofa-chair-warm-ivory-1-2.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-ivory-sled-base-legs/,cm,100,95,70,chair,chair,1529397137,27744237-0171-54d0-9087-9fa0da1d4818,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Oatmeal,650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-warm-oatmeal-1.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-oatmeal/,cm,176,89,75,chair,chair,769410974,632c3e77-c99b-57af-bfdb-7c3d933ea778,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Minimalist, Modern"
Boucle Fabric Sofa Chair - Warm Sand & Taupe,1660,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-fabric-sofa-chair-warm-sand-taupe-3.jpg,https://cityw.com.sa/product/boucle-jacquard-fabric-sofa-chair-warm-taupe-and-cream/,cm,75,92,70,chair,chair,1180447072,d2a27966-bc01-5797-a579-e34fd5191f0b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Boucle Fabric Sofa Chair - Warm Taupe,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-warm-taupe-1.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-warm-taupe/,cm,106,87,72,chair,chair,1095991310,57d39f79-b36d-5e91-9cd5-fe2b2479015f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Boucle Fabric Sofa Chair with Wood Frame Detail - Warm Grey,2250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-sofa-chair-with-wood-frame-detail-warm-grey-1.jpg,https://cityw.com.sa/product/boucle-fabric-sofa-chair-with-wood-frame-detail-warm-grey/,cm,94,90,73,chair,chair,1700988240,bd463d9c-d996-5be8-90af-9d6d5c501ec1,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Boucle Sofa Chair - Warm Ivory,1160,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-sofa-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/fabric-sofa-chair-warm-ivory/,cm,95,89,78,chair,chair,311332602,46743b41-89de-56ab-b319-88d591c2cc81,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Swivel Accent Chair - Charcoal Grey,1950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucl-swivel-accent-chair-charcoal-grey-1.jpg,https://cityw.com.sa/product/boucle-swivel-accent-chair-charcoal-grey/,cm,82,92,77,chair,chair,391507153,322feead-fdea-5b8b-abe2-0b296d640057,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Cane Back Fabric Accent Chair - Charcoal Grey & Black,2550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/cane-back-fabric-accent-chair-charcoal-grey-black-1.jpg,https://cityw.com.sa/product/cane-back-fabric-accent-chair-charcoal-grey-and-black/,cm,68.5,65.5,77,chair,chair,1032583890,0700f725-7f96-5999-831c-0bc62859d6fb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Carved Fabric Sofa Chair - Dove Grey & Silver,2550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carved-fabric-sofa-chair-dove-grey-silver-1.jpg,https://cityw.com.sa/product/carved-fabric-sofa-chair-dove-grey-and-silver/,cm,97,92,120,chair,chair,1468635049,57eefb19-e821-5acd-a0b9-d85e38a7d579,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Classy, Traditional"
Chair and a Half Fabric Sofa Chair - Warm Beige,1810,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chair-and-a-half-fabric-sofa-chair-warm-beige-1.jpg,https://cityw.com.sa/product/oversized-fabric-sofa-chair-and-a-half-warm-oatmeal/,cm,124,112,99,chair,chair,1226448326,626c1347-f509-5b66-a081-e94b18007b30,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Channel-Tufted Fabric Accent Chair - Seafoam Blue,860,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/channel-tufted-fabric-accent-chair-seafoam-blue-1.jpg,https://cityw.com.sa/product/channel-tufted-fabric-accent-chair-seafoam-blue/,cm,66,76,88,chair,chair,767722338,0aadf092-c2fa-5c2a-9be3-846485affb4d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Powder Blue,Mid_Century
Chenille Fabric Armless Accent Chair - Warm Beige,1450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-fabric-armless-accent-chair-warm-beige-1.jpg,https://cityw.com.sa/product/chenille-fabric-armless-accent-chair-warm-beige/,cm,90,97,76,chair,chair,222801101,d04cfc37-a163-5252-b9a0-da382a7cca79,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Minimalist, Modern"
Chenille Fabric Sofa Chair - Cool Grey,750,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-fabric-sofa-chair-cool-grey-1-1.jpg,https://cityw.com.sa/product/chenille-fabric-sofa-chair-cool-grey/,cm,82,91,106,chair,chair,2067591083,45db0a01-8710-5aaf-8880-2f1b6ddf6dbe,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,Modern_Classic
Chenille Fabric Sofa Chair - Steel Blue,750,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-fabric-sofa-chair-steel-blue-1.jpg,https://cityw.com.sa/product/chenille-fabric-sofa-chair-steel-blue/,cm,82,91,106,chair,chair,981975482,3c73376d-52e4-5f4a-9628-db1fe918affa,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Powder Blue,"Modern, Minimalist"
Chenille Fabric Sofa Chair - Warm Grey,850,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-fabric-sofa-chair-warm-grey-1-scaled.jpg,https://cityw.com.sa/product/chenille-fabric-sofa-chair-warm-grey/,cm,122,102,99,chair,chair,664322756,551e15ec-d681-56ed-9c8a-73672714db51,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,Modern_Classic
Chenille Fabric Sofa Chair - Warm Ivory,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-fabric-sofa-chair-warm-ivory-1.jpg,https://cityw.com.sa/product/chenille-fabric-sofa-chair-warm-ivory/,cm,80,80,73,chair,chair,1924188190,0da9b9bd-2977-5e1b-9e89-c39946851042,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Chenille Sofa Chair - Charcoal Grey,850,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-sofa-chair-charcoal-grey-1.jpg,https://cityw.com.sa/product/chenille-sofa-chair-charcoal-grey/,cm,99,98,77,chair,chair,1432196844,6328bc39-8b09-5cc1-a3d0-52a8b9f6e73c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Light Grey,"Modern, Minimalist"
Chenille Sofa Chair - Warm Umber Brown,1650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-sofa-chair-warm-umber-brown-1.jpg,https://cityw.com.sa/product/chenille-sofa-chair-warm-umber-brown/,cm,90,95,70,chair,chair,415106840,fa61ccf3-127a-5f1c-8904-676ae949b904,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Taupe,"Modern, Minimalist"
Chenille Sofa Chair with Rolled Arms - Taupe Beige,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-sofa-chair-with-rolled-arms-taupe-beige-1.jpg,https://cityw.com.sa/product/chenille-sofa-chair-with-rolled-arms-taupe-beige/,cm,107,100,75,chair,chair,373743506,20848041-5db2-5e07-868e-0df0279f2d36,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Contemporary"
Chenille Sofa Chair with Rolled Arms - Taupe Beige - Square Block Legs,1830,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chenille-sofa-chair-with-rolled-arms-taupe-beige-1-2.jpg,https://cityw.com.sa/product/chenille-sofa-chair-with-rolled-arms-taupe-beige-square-block-legs/,cm,107,100,75,chair,chair,1588687956,ead16980-bc1a-5175-9fdf-79d8295f592f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Contemporary"
Chicago Fabric Sofa Chair - Steel Blue,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chicago-fabric-sofa-chair-steel-blue-1-1.jpg,https://cityw.com.sa/product/chicago-fabric-sofa-chair-steel-blue/,cm,139,103,103,chair,chair,1492058434,51a45647-f061-5c5a-8cad-37230d678033,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Powder Blue,"Scandinavian, Modern"
Chicago Fabric Sofa Chair - Warm Oatmeal,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chicago-fabric-sofa-chair-warm-oatmeal-1-1.jpg,https://cityw.com.sa/product/chicago-fabric-sofa-chair-warm-oatmeal/,cm,90,90,85,chair,chair,402362458,98794101-c6c0-50fb-8d97-2d375e8f6eeb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,Modern_Classic
Chicago Fabric Sofa Chair - Warm Oatmeal - Rolled Arm,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chicago-fabric-sofa-chair-warm-oatmeal-1-2.jpg,https://cityw.com.sa/product/chicago-fabric-sofa-chair-warm-oatmeal-rolled-arm/,cm,139,103,103,chair,chair,14783974,dce3efcf-227d-5de7-a63e-72d332a06916,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Chicago Oversized Fabric Sofa Chair - Warm Dove Grey,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chicago-oversized-fabric-sofa-chair-warm-dove-grey-1.jpg,https://cityw.com.sa/product/chicago-oversized-fabric-sofa-chair-warm-dove-grey/,cm,110,100,105,chair,chair,1025332639,63bda678-752e-5faf-b88a-3d43806eb3f9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,Modern_Classic
Curved Fabric Sofa Chair - Warm Grey,2350,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/curved-fabric-sofa-chair-warm-grey-1.jpg,https://cityw.com.sa/product/curved-fabric-sofa-chair-warm-grey/,cm,117,90,79,chair,chair,786307332,38889569-c921-5ac8-bbfd-abe7af9c3ae9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Curved PU Leather Sofa Chair - Warm Beige,650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/curved-pu-leather-sofa-chair-warm-beige-1.jpg,https://cityw.com.sa/product/curved-pu-leather-sofa-chair-warm-beige/,cm,79,82,78,chair,chair,105707151,a24641d0-4ff7-5bb2-8318-6a65e4d756fb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Curved Striped Fabric Swivel Chair - Warm Oatmeal,750,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/curved-striped-fabric-swivel-chair-warm-oatmeal-1.jpg,https://cityw.com.sa/product/curved-striped-fabric-swivel-chair-warm-oatmeal/,cm,79,82,78,chair,chair,426919537,d05272ee-3924-5ba2-961a-09d791268bba,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Fabric Accent Chair - Moss Green,1950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-accent-chair-moss-green-1.jpg,https://cityw.com.sa/product/fabric-accent-chair-moss-green/,cm,79,89,81,chair,chair,682742828,a327f755-0e3e-5909-9ccb-fe8b7e31c88e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Olive,"Modern, Boho"
